address,location,longitude,latitude
"472 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","472, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560472, Singapore",103.85810093301211,1.36314505
"405 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","405, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560405, Singapore",103.85376988347079,1.3615894
"547 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","547, Ang Mo Kio Avenue 10, Cheng San Green, Ang Mo Kio, Singapore, Central, 560547, Singapore",103.85816653212328,1.37421445
"415 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","415, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560415, Singapore",103.85387570262225,1.3643885500000001
"324 ANG MO KIO AVE 3, ANG MO KIO, SINGAPORE","324, Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560324, Singapore",103.84687972133113,1.36833675
"121 ANG MO KIO AVE 3, ANG MO KIO, SINGAPORE","121, Ang Mo Kio Avenue 3, Kebun Baru, Ang Mo Kio, Singapore, Central, 560121, Singapore",103.8439568514047,1.3699257999999999
"131 ANG MO KIO AVE 3, ANG MO KIO, SINGAPORE","131, Ang Mo Kio Avenue 3, Kebun Baru, Ang Mo Kio, Singapore, Central, 560131, Singapore",103.84178479655927,1.3710323
"173 ANG MO KIO AVE 4, ANG MO KIO, SINGAPORE","Ang Mo Kio Avenue 4, Kebun Baru, Ang Mo Kio, Singapore, Central, 560230, Singapore",103.8373216,1.3693907
"648 ANG MO KIO AVE 5, ANG MO KIO, SINGAPORE","Ang Mo Kio Avenue 5, Lentor, Ang Mo Kio, Singapore, Central, 560603, Singapore",103.8361049,1.3785238
"535 ANG MO KIO AVE 5, ANG MO KIO, SINGAPORE","535, Ang Mo Kio Avenue 5, Cheng San View, Ang Mo Kio, Singapore, Central, 560535, Singapore",103.85304255478671,1.3745986000000001
"634 ANG MO KIO AVE 6, ANG MO KIO, SINGAPORE","Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569842, Singapore",103.8447454,1.3764681
"638 ANG MO KIO AVE 6, ANG MO KIO, SINGAPORE","Ang Mo Kio Avenue 6, Ang Mo Kio, Singapore, Central, 569842, Singapore",103.8447454,1.3764681
"627 ANG MO KIO AVE 9, ANG MO KIO, SINGAPORE","Ang Mo Kio Avenue 9, Ang Mo Kio, Singapore, Central, 569845, Singapore",103.8436301,1.383999
"260A ANG MO KIO ST 21, ANG MO KIO, SINGAPORE","260A, Ang Mo Kio Street 21, Kebun Baru Court, Ang Mo Kio, Singapore, Central, 561260, Singapore",103.83408467223104,1.3692568500000002
"309A ANG MO KIO ST 31, ANG MO KIO, SINGAPORE","309A, Ang Mo Kio Street 31, Ang Mo Kio, Singapore, Central, 561309, Singapore",103.84551913028673,1.3649451
"596D ANG MO KIO ST 52, ANG MO KIO, SINGAPORE","596D, Ang Mo Kio Street 52, City View @ Cheng San, Ang Mo Kio, Singapore, Central, 564596, Singapore",103.85093236210528,1.3719551499999998
"402 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","402, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560402, Singapore",103.85529734312901,1.3614876
"460 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","460A, Ang Mo Kio Avenue 10, Teck Ghee Grandeur, Ang Mo Kio, Singapore, Central, 561460, Singapore",103.85897062491296,1.36661685
"539 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","539, Ang Mo Kio Avenue 10, Cheng San View, Ang Mo Kio, Singapore, Central, 560539, Singapore",103.85426015305119,1.37538595
"521 ANG MO KIO AVE 5, ANG MO KIO, SINGAPORE","Ang Mo Kio Avenue 5, Lentor, Ang Mo Kio, Singapore, Central, 560603, Singapore",103.8361049,1.3785238
"354 ANG MO KIO ST 32, ANG MO KIO, SINGAPORE","354, Ang Mo Kio Street 32, Ang Mo Kio, Singapore, Central, 560354, Singapore",103.85198697445539,1.36399175
"353 ANG MO KIO ST 32, ANG MO KIO, SINGAPORE","353, Ang Mo Kio Street 32, Ang Mo Kio, Singapore, Central, 560353, Singapore",103.85163804444444,1.3640648
"350 ANG MO KIO ST 32, ANG MO KIO, SINGAPORE","350, Ang Mo Kio Street 32, Ang Mo Kio, Singapore, Central, 560350, Singapore",103.84996416681395,1.36379355
"588A ANG MO KIO ST 52, ANG MO KIO, SINGAPORE","Ang Mo Kio Street 52, Ang Mo Kio, Singapore, Central, 560522, Singapore",103.8523889,1.3727536
"588B ANG MO KIO ST 52, ANG MO KIO, SINGAPORE","Ang Mo Kio Street 52, Ang Mo Kio, Singapore, Central, 560522, Singapore",103.8523889,1.3727536
"588C ANG MO KIO ST 52, ANG MO KIO, SINGAPORE","Ang Mo Kio Street 52, Ang Mo Kio, Singapore, Central, 560522, Singapore",103.8523889,1.3727536
"433 ANG MO KIO AVE 10, ANG MO KIO, SINGAPORE","433, Ang Mo Kio Avenue 10, Ang Mo Kio, Singapore, Central, 560433, Singapore",103.85433288303888,1.36808575
"615 ANG MO KIO AVE 4, ANG MO KIO, SINGAPORE","616 / 615, Ang Mo Kio Avenue 4, Kebun Baru, Ang Mo Kio, Singapore, Central, 560616, Singapore",103.83932784155203,1.3775341
"613 ANG MO KIO AVE 4, ANG MO KIO, SINGAPORE","613, Ang Mo Kio Avenue 4, Ang Mo Kio, Singapore, Central, 560629, Singapore",103.83945483769705,1.37854595
"114 BEDOK NORTH ST 2, BEDOK, SINGAPORE","114, Bedok North Street 2, Bedok, Singapore, Southeast, 460114, Singapore",103.93578019520368,1.3304845
"541 BEDOK NORTH ST 3, BEDOK, SINGAPORE","541, Bedok North Street 3, Chai Chee, Bedok, Singapore, Southeast, 460541, Singapore",103.92294769293812,1.331316
"535 BEDOK NORTH ST 3, BEDOK, SINGAPORE","535, Bedok North Street 3, Bedok, Singapore, Southeast, 460535, Singapore",103.9234368523769,1.33270015
"220A BEDOK CTRL, BEDOK, SINGAPORE","220A, Bedok Central, Linear Green @ Bedok, Bedok, Singapore, Southeast, 461220, Singapore",103.93480461699474,1.3256107
"550 BEDOK NORTH AVE 1, BEDOK, SINGAPORE","550, Bedok North Avenue 1, Chai Chee, Bedok, Singapore, Southeast, 460550, Singapore",103.92630399499696,1.33233665
"521 BEDOK NORTH AVE 1, BEDOK, SINGAPORE","521, Bedok North Avenue 1, Chai Chee, Bedok, Singapore, Southeast, 460521, Singapore",103.92708013204543,1.33023815
"424 BEDOK NORTH AVE 1, BEDOK, SINGAPORE","424, Bedok North Avenue 1, Chai Chee, Bedok, Singapore, Southeast, 460424, Singapore",103.9275229615746,1.32838355
"418 BEDOK NORTH AVE 2, BEDOK, SINGAPORE","418, Bedok North Avenue 2, Bedok, Singapore, Southeast, 460418, Singapore",103.93000766161026,1.3287195
"515 BEDOK NORTH AVE 2, BEDOK, SINGAPORE","515, Bedok North Avenue 2, Bedok, Singapore, Southeast, 460515, Singapore",103.93000426140091,1.33172165
"402 BEDOK NORTH AVE 3, BEDOK, SINGAPORE","402, Bedok North Avenue 3, Bedok, Singapore, Southeast, 460402, Singapore",103.93371925813838,1.3305346999999998
"104 BEDOK NORTH AVE 4, BEDOK, SINGAPORE","104, Bedok North Avenue 4, Peakville Estate, Bedok, Singapore, Southeast, 460104, Singapore",103.93661838856605,1.3332926999999999
"100 BEDOK NORTH AVE 4, BEDOK, SINGAPORE","100, Bedok North Avenue 4, Peakville Estate, Bedok, Singapore, Southeast, 460100, Singapore",103.93884993831013,1.3342912500000002
"124 BEDOK NORTH RD, BEDOK, SINGAPORE","124, Bedok North Road, Tanah Merah Green, Bedok, Singapore, Southeast, 460124, Singapore",103.93906235348885,1.3292391000000001
"115 BEDOK NORTH RD, BEDOK, SINGAPORE","Sheng Siong, 115, Bedok North Road, Bedok, Singapore, Southeast, 460115, Singapore",103.9366634,1.3313147
"77 BEDOK NORTH RD, BEDOK, SINGAPORE","77, Bedok North Road, Tanah Merah Green, Bedok, Singapore, Southeast, 460077, Singapore",103.94196030658946,1.328667
"420 BEDOK NORTH ST 1, BEDOK, SINGAPORE","Bedok North Street 1, Bedok, Southeast, 460136, Singapore",103.9342842,1.3277919
"419 BEDOK NORTH ST 1, BEDOK, SINGAPORE","Bedok North Street 1, Chai Chee, Bedok, Southeast, 460419, Singapore",103.9277384,1.3266314
"213 BEDOK NORTH ST 1, BEDOK, SINGAPORE","213, Bedok North Street 1, Bedok, Singapore, Southeast, 460213, Singapore",103.93249731167182,1.3262505500000001
"138 BEDOK NORTH ST 2, BEDOK, SINGAPORE","138, Bedok North Street 2, Bedok, Singapore, Southeast, 460138, Singapore",103.93609535446964,1.32946495
"126 BEDOK NORTH ST 2, BEDOK, SINGAPORE","126, Bedok North Street 2, Tanah Merah Green, Bedok, Singapore, Southeast, 460126, Singapore",103.9388661968753,1.3281545000000001
"530 BEDOK NORTH ST 3, BEDOK, SINGAPORE","530, Bedok North Street 3, Bedok, Singapore, Southeast, 460530, Singapore",103.92707313779891,1.3336933
"502 BEDOK NORTH ST 3, BEDOK, SINGAPORE","502, Bedok North Street 3, Bedok, Singapore, Southeast, 460502, Singapore",103.93120255038214,1.33119695
"504 BEDOK NORTH ST 3, BEDOK, SINGAPORE","504, Bedok North Street 3, Bedok, Singapore, Southeast, 460504, Singapore",103.93246045032313,1.3318580500000001
"526 BEDOK NORTH ST 3, BEDOK, SINGAPORE","526, Bedok North Street 3, Bedok, Singapore, Southeast, 460526, Singapore",103.92917239852308,1.3341926
"534 BEDOK NORTH ST 3, BEDOK, SINGAPORE","534, Bedok North Street 3, Bedok, Singapore, Southeast, 460534, Singapore",103.92466155252279,1.33305485
"501 BEDOK NORTH ST 3, BEDOK, SINGAPORE","501, Bedok North Street 3, Bedok, Singapore, Southeast, 460501, Singapore",103.93123729911773,1.33161695
"525 BEDOK NORTH ST 3, BEDOK, SINGAPORE","525, Bedok North Street 3, Bedok, Singapore, Southeast, 460525, Singapore",103.92892431436249,1.33472795
"503 BEDOK NORTH ST 3, BEDOK, SINGAPORE","503, Bedok North Street 3, Bedok, Singapore, Southeast, 460503, Singapore",103.93240995038215,1.33143805
"89 BEDOK NORTH ST 4, BEDOK, SINGAPORE","UOB, 89, Bedok North Street 4, Peakville Estate, Bedok, Singapore, Southeast, 460089, Singapore",103.9382518,1.3329912
"609 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","609, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470609, Singapore",103.91229674042549,1.3316626500000002
"712 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","712, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470712, Singapore",103.9225142964221,1.3359376
"624 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","624, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470623, Singapore",103.91637172261693,1.3342233000000001
"617 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","617, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470617, Singapore",103.91649806145716,1.33308425
"108 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","108, Bedok Reservoir Road, Eunos Vista, Bedok, Singapore, Northeast, 470108, Singapore",103.90953740519927,1.33022785
"713 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","713, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470713, Singapore",103.92241945966447,1.3366234000000001
"127 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","127, Bedok Reservoir Road, Eunos Spring, Bedok, Singapore, Northeast, 470127, Singapore",103.91117835882905,1.33285495
"105 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","105, Bedok Reservoir Road, Eunos Vista, Bedok, Singapore, Northeast, 470105, Singapore",103.9090129815935,1.32922715
"3 BEDOK STH AVE 1, BEDOK, SINGAPORE","3, Bedok South Avenue 1, Bedok, Singapore, Southeast, 460003, Singapore",103.93319832327938,1.321912
"23 BEDOK STH AVE 1, BEDOK, SINGAPORE","23, Bedok South Avenue 1, Bedok, Singapore, Southeast, 460023, Singapore",103.93280289813904,1.3232756499999998
"40 BEDOK STH RD, BEDOK, SINGAPORE","40, Bedok South Road, Bedok, Singapore, Southeast, 460040, Singapore",103.93979072485872,1.3209675
"39 BEDOK STH RD, BEDOK, SINGAPORE","39, Bedok South Road, Bedok, Singapore, Southeast, 460039, Singapore",103.93973030237876,1.3213868500000001
"71 BEDOK STH RD, BEDOK, SINGAPORE","71, Bedok South Road, Bedok, Singapore, Southeast, 460071, Singapore",103.94270349832749,1.3204087
"37 CHAI CHEE AVE, BEDOK, SINGAPORE","Chai Chee Avenue, Chai Chee, Bedok, Southeast, 461029, Singapore",103.9232041,1.3253011
"807C CHAI CHEE RD, BEDOK, SINGAPORE","807C, Chai Chee Road, Chai Chee, Bedok, Singapore, Southeast, 463807, Singapore",103.92323441126848,1.32797585
"21 CHAI CHEE RD, BEDOK, SINGAPORE","21, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 461021, Singapore",103.92218540126314,1.32594485
"50 CHAI CHEE ST, BEDOK, SINGAPORE","50, Chai Chee Street, Chai Chee Gardens, Bedok, Singapore, Southeast, 461050, Singapore",103.92256707741845,1.3291873
"30 NEW UPPER CHANGI RD, BEDOK, SINGAPORE","30, New Upper Changi Road, Bedok, Singapore, Southeast, 461030, Singapore",103.93650865164638,1.3235087
"24 NEW UPPER CHANGI RD, BEDOK, SINGAPORE","24, New Upper Changi Road, Bedok, Singapore, Southeast, 461024, Singapore",103.93343911035609,1.32383155
"29 NEW UPPER CHANGI RD, BEDOK, SINGAPORE","29, New Upper Changi Road, Bedok, Singapore, Southeast, 464029, Singapore",103.93620465210519,1.3239124
"221C BEDOK CTRL, BEDOK, SINGAPORE","221C, Bedok Central, Linear Green @ Bedok, Bedok, Singapore, Southeast, 463221, Singapore",103.9340663667108,1.3249819
"408 BEDOK NORTH AVE 2, BEDOK, SINGAPORE","408, Bedok North Avenue 2, Bedok, Singapore, Southeast, 460408, Singapore",103.9329116559478,1.32850075
"404 BEDOK NORTH AVE 3, BEDOK, SINGAPORE","404, Bedok North Avenue 3, Bedok, Singapore, Southeast, 460404, Singapore",103.93396337817384,1.3293495
"119 BEDOK NORTH RD, BEDOK, SINGAPORE","119, Bedok North Road, Tanah Merah Green, Bedok, Singapore, Southeast, 460119, Singapore",103.93868668771022,1.3301924
"185 BEDOK NORTH RD, BEDOK, SINGAPORE","185, Bedok North Road, Tanah Merah Green, Bedok, Singapore, Southeast, 460185, Singapore",103.94081436470657,1.32622095
"428 BEDOK NORTH RD, BEDOK, SINGAPORE","428, Bedok North Road, Chai Chee, Bedok, Singapore, Southeast, 460428, Singapore",103.92774516287585,1.3295080499999998
"421 BEDOK NORTH RD, BEDOK, SINGAPORE","Bedok North Road, Tanah Merah Green, Bedok, Southeast, 461187, Singapore",103.9392367,1.3309062
"180 BEDOK NORTH RD, BEDOK, SINGAPORE","180, Bedok North Road, Tanah Merah Green, Bedok, Singapore, Southeast, 460180, Singapore",103.94081194964367,1.3267495
"125 BEDOK NORTH RD, BEDOK, SINGAPORE","125, Bedok North Road, Tanah Merah Green, Bedok, Singapore, Southeast, 460125, Singapore",103.93905302272728,1.3288278
"536 BEDOK NORTH ST 3, BEDOK, SINGAPORE","536, Bedok North Street 3, Bedok, Singapore, Southeast, 460536, Singapore",103.92297812233502,1.333298
"747B BEDOK RESERVOIR CRES, BEDOK, SINGAPORE","747B, Bedok Reservoir Crescent, Belvia, Bedok, Singapore, Northeast, 472747, Singapore",103.92161105080501,1.3366405000000001
"748C BEDOK RESERVOIR CRES, BEDOK, SINGAPORE","748C, Bedok Reservoir Crescent, Belvia, Bedok, Singapore, Northeast, 473748, Singapore",103.92156196790305,1.3361694
"747C BEDOK RESERVOIR CRES, BEDOK, SINGAPORE","747C, Bedok Reservoir Crescent, Belvia, Bedok, Singapore, Northeast, 473747, Singapore",103.92195930890526,1.33676455
"120 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","120, Bedok Reservoir Road, Eunos Vista, Bedok, Singapore, Northeast, 470120, Singapore",103.90991617435296,1.33090155
"110 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","110, Bedok Reservoir Road, Eunos Vista, Bedok, Singapore, Northeast, 470110, Singapore",103.91031734471434,1.33019585
"135 BEDOK RESERVOIR RD, BEDOK, SINGAPORE","135, Bedok Reservoir Road, Eunos Spring, Bedok, Singapore, Northeast, 470135, Singapore",103.91251711755552,1.33314005
"770 BEDOK RESERVOIR VIEW, BEDOK, SINGAPORE","770, Bedok Reservoir View, Longvale, Bedok, Singapore, Southeast, 470770, Singapore",103.93816452359518,1.33602935
"157 BEDOK STH AVE 3, BEDOK, SINGAPORE","157, Bedok South Avenue 3, Siglap East, Bedok, Singapore, Southeast, 460157, Singapore",103.94572304799308,1.3187212000000001
"159 BEDOK STH AVE 3, BEDOK, SINGAPORE","159, Bedok South Avenue 3, Siglap East, Bedok, Singapore, Southeast, 460159, Singapore",103.94556927893726,1.3190212
"69 BEDOK STH AVE 3, BEDOK, SINGAPORE","69, Bedok South Avenue 3, Bedok, Singapore, Southeast, 460069, Singapore",103.94372485043158,1.3193665
"42 BEDOK STH RD, BEDOK, SINGAPORE","42, Bedok South Road, Bedok, Singapore, Southeast, 460042, Singapore",103.94077170863139,1.32146665
"43 BEDOK STH RD, BEDOK, SINGAPORE","43, Bedok South Road, Bedok, Singapore, Southeast, 460043, Singapore",103.94164494283507,1.3215387
"165 BEDOK STH RD, BEDOK, SINGAPORE","165, Bedok South Road, Siglap East, Bedok, Singapore, Southeast, 460165, Singapore",103.94609228604814,1.3203038
"44 BEDOK STH RD, BEDOK, SINGAPORE","44, Bedok South Road, Bedok, Singapore, Southeast, 460044, Singapore",103.94163612279135,1.32109455
"35 CHAI CHEE AVE, BEDOK, SINGAPORE","Chai Chee Avenue, Chai Chee, Bedok, Southeast, 461029, Singapore",103.9232041,1.3253011
"808C CHAI CHEE RD, BEDOK, SINGAPORE","808C, Chai Chee Road, Chai Chee, Bedok, Singapore, Southeast, 463808, Singapore",103.92425038857144,1.3278492000000002
"1 CHAI CHEE RD, BEDOK, SINGAPORE","1, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 461001, Singapore",103.92220408106277,1.32802795
"59 CHAI CHEE RD, BEDOK, SINGAPORE","Tatnisa Store, 59, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 460059, Singapore",103.9203424,1.3246347
"42 CHAI CHEE ST, BEDOK, SINGAPORE","42, Chai Chee Street, Chai Chee, Bedok, Singapore, Southeast, 461042, Singapore",103.92576412895514,1.32792105
"654 JLN TENAGA, BEDOK, SINGAPORE","654, Jalan Tenaga, Eunos Damai Ville, Bedok, Singapore, Northeast, 410654, Singapore",103.90696520549199,1.3330058
"405 BEDOK NORTH AVE 3, BEDOK, SINGAPORE","405, Bedok North Avenue 3, Bedok, Singapore, Southeast, 460405, Singapore",103.93412070718016,1.3287081500000002
"97 BEDOK NORTH AVE 4, BEDOK, SINGAPORE","97, Bedok North Avenue 4, Peakville Estate, Bedok, Singapore, Southeast, 460097, Singapore",103.93989812849486,1.3329450999999999
